feature_name,source_column,feature_group,transformation,timing,safe_for_prediction,notes
attempted_passes90_last5,"attempted_passes,minutes",passing,90 * sum(prior 5 attempted_passes) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
attempted_passes90_last10,"attempted_passes,minutes",passing,90 * sum(prior 10 attempted_passes) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
completed_passes90_last3,"completed_passes,minutes",passing,90 * sum(prior 3 completed_passes) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
completed_passes90_last5,"completed_passes,minutes",passing,90 * sum(prior 5 completed_passes) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
completed_passes90_last10,"completed_passes,minutes",passing,90 * sum(prior 10 completed_passes) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
defensive_contribution90_last3,"defensive_contribution,minutes",defensive,90 * sum(prior 3 defensive_contribution) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
defensive_contribution90_last5,"defensive_contribution,minutes",defensive,90 * sum(prior 5 defensive_contribution) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
defensive_contribution90_last10,"defensive_contribution,minutes",defensive,90 * sum(prior 10 defensive_contribution) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
clean_sheet_rate3,"clean_sheets,fixture",defensive,clean_sheets_last3 / games_available_last3,HISTORICAL_SHIFTED,SAFE,
pass_completion_last3,"completed_passes,attempted_passes",passing,sum(completed passes) / sum(attempted passes),HISTORICAL_SHIFTED,SAFE,
defensive_contribution_rate3,"defensive_contribution,fixture",defensive,prior fixtures with defensive_contribution > 0 / available prior 3,HISTORICAL_SHIFTED,SAFE,Rate of positive recorded values; the source stores a match-level FPL API count
clean_sheet_rate5,"clean_sheets,fixture",defensive,clean_sheets_last5 / games_available_last5,HISTORICAL_SHIFTED,SAFE,
pass_completion_last5,"completed_passes,attempted_passes",passing,sum(completed passes) / sum(attempted passes),HISTORICAL_SHIFTED,SAFE,
defensive_contribution_rate5,"defensive_contribution,fixture",defensive,prior fixtures with defensive_contribution > 0 / available prior 5,HISTORICAL_SHIFTED,SAFE,Rate of positive recorded values; the source stores a match-level FPL API count
clean_sheet_rate10,"clean_sheets,fixture",defensive,clean_sheets_last10 / games_available_last10,HISTORICAL_SHIFTED,SAFE,
pass_completion_last10,"completed_passes,attempted_passes",passing,sum(completed passes) / sum(attempted passes),HISTORICAL_SHIFTED,SAFE,
defensive_contribution_rate10,"defensive_contribution,fixture",defensive,prior fixtures with defensive_contribution > 0 / available prior 10,HISTORICAL_SHIFTED,SAFE,Rate of positive recorded values; the source stores a match-level FPL API count
team_games_played_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_games_played_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_points_last3,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_points_last3,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_points_last5,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_points_last5,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_points_last10,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_points_last10,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goals_scored_last3,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goals_scored_last3,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goals_scored_last5,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goals_scored_last5,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goals_scored_last10,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goals_scored_last10,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goals_conceded_last3,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goals_conceded_last3,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goals_conceded_last5,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goals_conceded_last5,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goals_conceded_last10,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goals_conceded_last10,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goal_diff_last3,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goal_diff_last3,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goal_diff_last5,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goal_diff_last5,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goal_diff_last10,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goal_diff_last10,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_points_per_game_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_points_per_game_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goals_for_per_game_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goals_for_per_game_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goals_against_per_game_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goals_against_per_game_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_goal_difference_per_game_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_goal_difference_per_game_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_home_games_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_home_games_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_home_goals_for_pg_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_home_goals_for_pg_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_home_goals_against_pg_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_home_goals_against_pg_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_away_games_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_away_games_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_away_goals_for_pg_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_away_goals_for_pg_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
team_away_goals_against_pg_before,team fixture outcomes,team,prior actual team fixtures,PRE_MATCH,SAFE,Built at one team-fixture row before player join
opp_away_goals_against_pg_before,opponent fixture outcomes,opponent,opponent corresponding pre-match team row,PRE_MATCH,SAFE,Joined by season + opponent_team + fixture
ppg_difference,team and opponent features,matchup,team PPG - opponent PPG,PRE_MATCH,SAFE,
goal_difference_per_game_difference,team and opponent features,matchup,team goal-difference PG - opponent,PRE_MATCH,SAFE,
team_attack_vs_opp_defence,team and opponent features,matchup,team goals-for PG - opponent goals-against PG,PRE_MATCH,SAFE,
team_defence_vs_opp_attack,team and opponent features,matchup,opponent goals-for PG - team goals-against PG,PRE_MATCH,SAFE,
recent_form_difference_3,team and opponent features,matchup,team points last3 - opponent points last3,PRE_MATCH,SAFE,
recent_form_difference_5,team and opponent features,matchup,team points last5 - opponent points last5,PRE_MATCH,SAFE,
recent_goal_difference_5,team and opponent features,matchup,team goal difference last5 - opponent last5,PRE_MATCH,SAFE,
